18.10.2016 00:00:00,"Перевозчикам транзитных грузов из Украины в Казахстан за год навесили около 3 200 раз пломбы ГЛОНАССl","За год с момента запуска системы электронного пломбирования «ЭРА-ГЛОНАСС Транзит» электронные запорно-пломбировочные устройства (ЭЗПУ) «Сириус» (пломбы ГЛОНАСС) использовались около 3 200 раз на автомобильном и железнодорожном транспорте, следующем транзитом с Украины в Казахстан, сообщает пресс-служба оператора государственной автоматизированной системы. Система электронного пломбирования «ЭРА-ГЛОНАСС Транзит» используется для контроля международных транзитных автомобильных и железнодорожных перевозок с территории Украины на территорию Республики Казахстан во исполнение указа президента РФ от 1 января 2016 года. 
","За год с момента запуска системы электронного пломбирования «ЭРА-ГЛОНАСС Транзит» электронные запорно-пломбировочные устройства (ЭЗПУ) «Сириус» (пломбы ГЛОНАСС) использовались около 3 200 раз на автомобильном и железнодорожном транспорте, следующем транзитом с Украины в Казахстан, сообщает пресс-служба оператора государственной автоматизированной системы. Система электронного пломбирования «ЭРА-ГЛОНАСС Транзит» используется для контроля международных транзитных автомобильных и железнодорожных перевозок с территории Украины на территорию Республики Казахстан во исполнение указа президента РФ от 1 января 2016 года. 
","agro.jpg ","agro.jpg "
21.02.2016 00:00:00,"Китайскому транзиту сократят время следования по международным транспортным коридорам
","Предложения для сокращения времени транзита отдельных категорий товаров из Китайской Народной Республики в Приморский край по международным транспортным коридорам «Приморье-1» и «Приморье-2» разработало Минвостокразвития, сообщает пресс-служба ведомства. 

Механизм требует утверждения постановлением правительства. Об этом сообщил статс-секретарь – замминистра по развитию Дальнего Востока Павел Волков. 

","Предложения для сокращения времени транзита отдельных категорий товаров из Китайской Народной Республики в Приморский край по международным транспортным коридорам «Приморье-1» и «Приморье-2» разработало Минвостокразвития, сообщает пресс-служба ведомства. 

Механизм требует утверждения постановлением правительства. Об этом сообщил статс-секретарь – замминистра по развитию Дальнего Востока Павел Волков. 

","avia_101.jpg ","avia_101.jpg "
26.10.2016 00:00:00,"Таможенным представителям достанется 70% всех устройств экстренного реагирования для ввозимых иномарок","Сегодня с 14:00 (7:00 мск) у собственников автомобилей или их законных представителей появилась возможность разместить на сайте glonass.sumotori.ru онлайн-заявку и отслеживать ее продвижение в интернете. – Ввиду появления ранее колоссального количества запросов и тысяч дублирующих и неподтвержденных заявок просим всех оформить онлайн заявку в электронную очередь на сайте, – обратились представители «Сумотори-Авто» к клиентам. 
","Сегодня с 14:00 (7:00 мск) у собственников автомобилей или их законных представителей появилась возможность разместить на сайте glonass.sumotori.ru онлайн-заявку и отслеживать ее продвижение в интернете. – Ввиду появления ранее колоссального количества запросов и тысяч дублирующих и неподтвержденных заявок просим всех оформить онлайн заявку в электронную очередь на сайте, – обратились представители «Сумотори-Авто» к клиентам. 
","avia_56.jpg ","avia_56.jpg "
17.05.2016 00:00:00,"Зарегистрированные в странах «со слабым таможенным контролем» суда вызвали подозрение законодателей США","Палата представителей Конгресса США приняла законопроект об усилении санкций против КНДР, который направлен против торговых партнеров этой страны, сообщает ТАСС. Законопроект фактически дает право министру национальной безопасности ввести на территории США обязательный досмотр грузов, перевозимых кораблями или транспортными самолетами, которые до этого находились в портах или аэропортах, где регулярно допускаются нарушения резолюций Совета Безопасности ООН. Под подозрения попадают все суда, которые на протяжении последних 365 дней заходили в национальное морское или воздушное пространство КНДР, а также зарегистрированные в странах со слабым таможенным контролем. В закон о портах и безопасности морского сообщения в США в свою очередь вносится поправка, согласно которой грузовым кораблям под флагом КНДР или любого другого государства, нарушающего резолюции Совбеза ООН, заход в воды и порты США запрещен.
","Палата представителей Конгресса США приняла законопроект об усилении санкций против КНДР, который направлен против торговых партнеров этой страны, сообщает ТАСС. Законопроект фактически дает право министру национальной безопасности ввести на территории США обязательный досмотр грузов, перевозимых кораблями или транспортными самолетами, которые до этого находились в портах или аэропортах, где регулярно допускаются нарушения резолюций Совета Безопасности ООН. Под подозрения попадают все суда, которые на протяжении последних 365 дней заходили в национальное морское или воздушное пространство КНДР, а также зарегистрированные в странах со слабым таможенным контролем. В закон о портах и безопасности морского сообщения в США в свою очередь вносится поправка, согласно которой грузовым кораблям под флагом КНДР или любого другого государства, нарушающего резолюции Совбеза ООН, заход в воды и порты США запрещен.
","avto_232.jpg ","avto_232.jpg "
01.11.2016 00:00:00,"Летайте самолетами. Для остальных пассажиров лимит беспошлинного ввоза товаров снизится втрое
","Норма беспошлинного ввоза товаров физлицами для личных целей наземными видами транспорта в Евразийском экономическом союзе (ЕАЭС) может быть снижена втрое – с 1 500 до 500 евро, сообщает «Интерфакс». Проектом документа, опубликованного Евразийской экономической комиссией (ЕЭК), планируется осуществлять снижение постепенно: с нынешних 1 500 евро в текущем и следующем году до 1 000 евро в 2019 году, 750 евро – в 2020-м и 500 евро, начиная с 1 января 2021 года. Снизятся также и весовые нормы для сопровождаемого и несопровождаемого багажа – с текущих 50 кг до не более чем 25 кг в 2021 году. Речь идет о товарах, перемещаемых на автомобилях, автобусах, по железной дороге или по морю. Прежними останутся только 10 тыс. евро или 50 кг для товаров, ввозимых пассажирами воздушных судов. 
","Норма беспошлинного ввоза товаров физлицами для личных целей наземными видами транспорта в Евразийском экономическом союзе (ЕАЭС) может быть снижена втрое – с 1 500 до 500 евро, сообщает «Интерфакс». Проектом документа, опубликованного Евразийской экономической комиссией (ЕЭК), планируется осуществлять снижение постепенно: с нынешних 1 500 евро в текущем и следующем году до 1 000 евро в 2019 году, 750 евро – в 2020-м и 500 евро, начиная с 1 января 2021 года. Снизятся также и весовые нормы для сопровождаемого и несопровождаемого багажа – с текущих 50 кг до не более чем 25 кг в 2021 году. Речь идет о товарах, перемещаемых на автомобилях, автобусах, по железной дороге или по морю. Прежними останутся только 10 тыс. евро или 50 кг для товаров, ввозимых пассажирами воздушных судов. 
","avto_79.jpg ","avto_79.jpg "
16.03.2016 00:00:00,"Устранением причин и условий займется новое подразделение в структуре ФТС и региональных таможен","Комиссию по профилактике коррупционных правонарушений в таможенных органах создает руководитель Федеральной таможенной службы России Владимир Булавин, сообщает пресс-служба ФТС. Аналогичные комиссии будут созданы также в каждом региональном таможенном управлении по всей стране, говорится в сообщении. Приказ, утверждающий положения о комиссиях по профилактике коррупционных правонарушений, подписан 27 апреля 2017 года. Одной из задач комиссий по профилактике коррупционных преступлений является разработка комплекса организационных, административных и оперативно-розыскных мероприятий по устранению причин и условий, негативно влияющих на деятельность таможенных органов. Решения, принимаемые должностными лицами таможенных органов, будут контролироваться и анализироваться на предмет отсутствия коррупционных рисков и соответствия интересам экономической безопасности России. Также комиссия будет собирать и оценивать информацию о состоянии и тенденциях коррупционных проявлений, оценивать эффективность профилактической деятельности. На этой основе будут приниматься решения по дальнейшей координации действий для устранения причин и условий возникновения коррупции. ","Комиссию по профилактике коррупционных правонарушений в таможенных органах создает руководитель Федеральной таможенной службы России Владимир Булавин, сообщает пресс-служба ФТС. Аналогичные комиссии будут созданы также в каждом региональном таможенном управлении по всей стране, говорится в сообщении. Приказ, утверждающий положения о комиссиях по профилактике коррупционных правонарушений, подписан 27 апреля 2017 года. Одной из задач комиссий по профилактике коррупционных преступлений является разработка комплекса организационных, административных и оперативно-розыскных мероприятий по устранению причин и условий, негативно влияющих на деятельность таможенных органов. Решения, принимаемые должностными лицами таможенных органов, будут контролироваться и анализироваться на предмет отсутствия коррупционных рисков и соответствия интересам экономической безопасности России. Также комиссия будет собирать и оценивать информацию о состоянии и тенденциях коррупционных проявлений, оценивать эффективность профилактической деятельности. На этой основе будут приниматься решения по дальнейшей координации действий для устранения причин и условий возникновения коррупции. ","babaev.jpg ","babaev.jpg "
10.12.2016 00:00:00,"Есть нюансы по срокам: что-то можно сделать за один день, что-то – за неделю, что-то – за месяц","Снятие ограничений на поставку продовольствия в Турцию включает, в том числе, российское зерно, заявил журналистам вице-премьер РФ Аркадий Дворкович по итогам переговоров российского и турецкого президентов. – Мы договорились о комплексном решении, что все индивидуальные ограничения с обеих сторон снимаются, – приводит «Интерфакс» пояснения вице-премьера, уточнившего, что снимаются «все секторальные ограничения, связанные с конкретными отраслями, рабочей силой, и сельхозпродукцией, кроме томатов». – То же самое касается всех ограничений с турецкой стороны. Прежде всего, турецких ограничений на российское зерно, подсолнечное масло и на ряд других товаров, – сказал Дворкович. При этом он отметил, что есть нюансы по срокам, когда и что делать. «Потому что что-то можно сделать за один день, что-то – за неделю, что-то – за месяц, но в целом все ограничения кроме общего визового режима и специальной договоренности по томатам, которую еще предстоит достигнуть, снимаются», – подчеркнул вице-премьер. Он также коснулся сохранения запрета на ввоз турецких томатов, констатировав, что этот вид сельхозпродукции и сейчас есть на российском рынке. ","Снятие ограничений на поставку продовольствия в Турцию включает, в том числе, российское зерно, заявил журналистам вице-премьер РФ Аркадий Дворкович по итогам переговоров российского и турецкого президентов. – Мы договорились о комплексном решении, что все индивидуальные ограничения с обеих сторон снимаются, – приводит «Интерфакс» пояснения вице-премьера, уточнившего, что снимаются «все секторальные ограничения, связанные с конкретными отраслями, рабочей силой, и сельхозпродукцией, кроме томатов». – То же самое касается всех ограничений с турецкой стороны. Прежде всего, турецких ограничений на российское зерно, подсолнечное масло и на ряд других товаров, – сказал Дворкович. При этом он отметил, что есть нюансы по срокам, когда и что делать. «Потому что что-то можно сделать за один день, что-то – за неделю, что-то – за месяц, но в целом все ограничения кроме общего визового режима и специальной договоренности по томатам, которую еще предстоит достигнуть, снимаются», – подчеркнул вице-премьер. Он также коснулся сохранения запрета на ввоз турецких томатов, констатировав, что этот вид сельхозпродукции и сейчас есть на российском рынке. ","bridje_42.jpg ","bridje_42.jpg "
17.10.2016 00:00:00,"Из Казахстана без сертификатов ввозятся иранские фисташки, китайские томаты и узбекская капуста","За три дня – с 30 апреля по 2 мая – должностные лица управления Россельхознадзора по Оренбургской области на основании информации, поступившей от сотрудников регионального погрануправления ФСБ, на автодорогах по направлению к МАПП Маштаково Первомайского района пресекли ввоз 126,5 т продукции высокого фитосанитарного риска, сообщает пресс-служба карантинного ведомства. 20 т фисташек происхождением из Ирана, 1,5 т свежих томатов из Китая, 20 т белокочанной капусты из Узбекистана и 85 т репчатого лука происхождением из Казахстана ввозились в 8 грузовых автомобилях с территории сопредельного государства – Республики Казахстан, говорится в сообщении. В ходе проведения карантинного фитосанитарного контроля (документарной проверки) томатов, капусты и лука выяснилось отсутствие сопроводительных карантинных фитосанитарных документов. Орехи (фисташки) сопровождались недействительным фитосанитарным сертификатом РК. 
","За три дня – с 30 апреля по 2 мая – должностные лица управления Россельхознадзора по Оренбургской области на основании информации, поступившей от сотрудников регионального погрануправления ФСБ, на автодорогах по направлению к МАПП Маштаково Первомайского района пресекли ввоз 126,5 т продукции высокого фитосанитарного риска, сообщает пресс-служба карантинного ведомства. 20 т фисташек происхождением из Ирана, 1,5 т свежих томатов из Китая, 20 т белокочанной капусты из Узбекистана и 85 т репчатого лука происхождением из Казахстана ввозились в 8 грузовых автомобилях с территории сопредельного государства – Республики Казахстан, говорится в сообщении. В ходе проведения карантинного фитосанитарного контроля (документарной проверки) томатов, капусты и лука выяснилось отсутствие сопроводительных карантинных фитосанитарных документов. Орехи (фисташки) сопровождались недействительным фитосанитарным сертификатом РК. 
","build_14.jpg ","build_14.jpg "
04.07.2016 00:00:00,"В мае-июне начнутся испытания для выбора оптимального варианта покрытия моста","Строители завершили сооружение 50% опор моста через Керченский пролив, в том числе выполнив все сухопутные опоры автодорожной части, сообщает ИА «Крымский мост» Больше 3 км автодорожного моста уже перекрыто пролетами. Работа по строительству будущей автодороги развернута на всех морских участках. – К маю мы завершили производство работ на половине опор моста: из 595 опор исполнено 298. Основную часть составили опоры автодорожной части, ввод которой планируется на год раньше, чем железнодорожная, – рассказал начальник ФКУ Упрдор «Тамань» Роман Новиков. Проектом предусмотрено 595 опор, из которых на железнодорожную часть приходится 307, на автодорожную – 288 (последний, керченский, участок автодороги запроектирован в виде насыпи). Строители на данный момент выполнили более 220 опор автодорожного моста и до конца года рассчитывают полностью завершить сооружение опор под будущую автодорогу. ","Строители завершили сооружение 50% опор моста через Керченский пролив, в том числе выполнив все сухопутные опоры автодорожной части, сообщает ИА «Крымский мост» Больше 3 км автодорожного моста уже перекрыто пролетами. Работа по строительству будущей автодороги развернута на всех морских участках. – К маю мы завершили производство работ на половине опор моста: из 595 опор исполнено 298. Основную часть составили опоры автодорожной части, ввод которой планируется на год раньше, чем железнодорожная, – рассказал начальник ФКУ Упрдор «Тамань» Роман Новиков. Проектом предусмотрено 595 опор, из которых на железнодорожную часть приходится 307, на автодорожную – 288 (последний, керченский, участок автодороги запроектирован в виде насыпи). Строители на данный момент выполнили более 220 опор автодорожного моста и до конца года рассчитывают полностью завершить сооружение опор под будущую автодорогу. ","build_16.jpg ","build_16.jpg "
06.02.2016 00:00:00,"Партнер AirBridgeCargo – CargoLogicAir: уже три «Боинга» или пока еще три?
","Британская грузовая авиакомпания CargoLogicAir, созданная при участии российской группы «Волга-Днепр», получила третий самолет Boeing 747F, сообщает ATO.ru. Речь идет о самолете в версии Boeing 747-400ERF – с увеличенной максимальной взлетной массой. Его поступление в парк CargoLogicAir анонсировалось в июле прошлого года на авиасалоне в Фарнборо. По данным авиакомпании, самолет получен от базирующейся в Ирландии лизинговой компании AerCap. Ранее ее эксплуатировали французская авиакомпания Air France и американский грузовой перевозчик Centurion Air Cargo. ","Британская грузовая авиакомпания CargoLogicAir, созданная при участии российской группы «Волга-Днепр», получила третий самолет Boeing 747F, сообщает ATO.ru. Речь идет о самолете в версии Boeing 747-400ERF – с увеличенной максимальной взлетной массой. Его поступление в парк CargoLogicAir анонсировалось в июле прошлого года на авиасалоне в Фарнборо. По данным авиакомпании, самолет получен от базирующейся в Ирландии лизинговой компании AerCap. Ранее ее эксплуатировали французская авиакомпания Air France и американский грузовой перевозчик Centurion Air Cargo. ","build_21.jpg ","build_21.jpg "
04.04.2016 00:00:00,"Дагестан лидирует по регистрации большегрузов в системе «Платон» в апреле
","За апрель грузоперевозчики зарегистрировали в системе «Платон» 28 243 большегруза, сообщает пресс-служба Росавтодора. Всего в системе «Платон» зарегистрировано более 827 тыс. большегрузов. Большинство российских перевозчиков (более 90%) получили бесплатные бортовые устройства. Остальные используют маршрутные карты в качестве второго доступного способа внесения платы – их в основном оформляют иностранные грузоперевозчики. По данным на 3 мая 2017 года, в Дорожный фонд с помощью системы «Платон» собрано более 24,5 млрд рублей. Среди регионов по приросту зарегистрированных в системе транспортных средств за апрель лидируют Дагестан – 1 882 большегруза, Краснодарский край – 1 695, Московская область – 1 303, Москва – 947 и Татарстан – 896. 
","За апрель грузоперевозчики зарегистрировали в системе «Платон» 28 243 большегруза, сообщает пресс-служба Росавтодора. Всего в системе «Платон» зарегистрировано более 827 тыс. большегрузов. Большинство российских перевозчиков (более 90%) получили бесплатные бортовые устройства. Остальные используют маршрутные карты в качестве второго доступного способа внесения платы – их в основном оформляют иностранные грузоперевозчики. По данным на 3 мая 2017 года, в Дорожный фонд с помощью системы «Платон» собрано более 24,5 млрд рублей. Среди регионов по приросту зарегистрированных в системе транспортных средств за апрель лидируют Дагестан – 1 882 большегруза, Краснодарский край – 1 695, Московская область – 1 303, Москва – 947 и Татарстан – 896. 
","containers_29.jpg ","containers_29.jpg "
15.11.2016 00:00:00,"Объем транзитных перевозок по МТК «Приморье-1» сопоставим с результатами всего прошлого года","По международному транспортному коридору «Приморье-1» с начала года перевезено более 3,2 тыс. контейнеров с транзитным грузом, сообщила служба корпоративных коммуникаций Дальневосточной железной дороги (ДВЖД). Перевозки транзитных грузов по ДВЖД продолжают демонстрировать уверенный рост. Через МТК «Приморье-1», связывающий северные провинции Китая с портами Находки и Владивостока, с начала текущего года отправлено 3 050 контейнеров (TEU). В апреле отправлено 1 010 TEU. В ДВЖД отметили, что объем транзита в январе-апреле 2017 года сопоставим с результатами всего прошлого года, когда транспортный коридор принял 3 247 TEU. Чтобы привлечь клиентов, оптимизированы стоимостные условия на всем пути следования груза по территории России, усовершенствована технология передачи грузов через погранпереход Гродеково (РФ) – Суйфэньхэ (КНР), установлен понижающий коэффициент к железнодорожному тарифу на групповые отправки и контейнерные поезда. Большим шагом на пути реализации транзитного потенциала стало формирование твердого графика для следования транзитных контейнерных поездов. Теперь время следования в пути такого поезда по территории России не превышает 13 часов. 
","По международному транспортному коридору «Приморье-1» с начала года перевезено более 3,2 тыс. контейнеров с транзитным грузом, сообщила служба корпоративных коммуникаций Дальневосточной железной дороги (ДВЖД). Перевозки транзитных грузов по ДВЖД продолжают демонстрировать уверенный рост. Через МТК «Приморье-1», связывающий северные провинции Китая с портами Находки и Владивостока, с начала текущего года отправлено 3 050 контейнеров (TEU). В апреле отправлено 1 010 TEU. В ДВЖД отметили, что объем транзита в январе-апреле 2017 года сопоставим с результатами всего прошлого года, когда транспортный коридор принял 3 247 TEU. Чтобы привлечь клиентов, оптимизированы стоимостные условия на всем пути следования груза по территории России, усовершенствована технология передачи грузов через погранпереход Гродеково (РФ) – Суйфэньхэ (КНР), установлен понижающий коэффициент к железнодорожному тарифу на групповые отправки и контейнерные поезда. Большим шагом на пути реализации транзитного потенциала стало формирование твердого графика для следования транзитных контейнерных поездов. Теперь время следования в пути такого поезда по территории России не превышает 13 часов. 
","curier_22.jpg ","curier_22.jpg "
25.09.2016 00:00:00,"Глава коммерческого блока РЖД уходит на пенсию. Преемник пока неизвестен
","ОАО «РЖД» покидает один из ключевых топ-менеджеров – вице-президент по коммерческой деятельности Салман Бабаев, который уходит на пенсию, сообщает «Коммерсантъ». В компании от комментариев отказались, но сам Салман Бабаев подтвердил информацию о своем уходе, пояснив, что «давно хотел отдохнуть». Преемник пока неизвестен, по словам источников, временно руководство коммерческим блоком возьмет на себя старший вице-президент Вадим Михайлов. Салман Бабаев – профессиональный железнодорожник, начал работу в 1978 году с должности помощника составителя поездов станции Комсомольск-на-Амуре. В 2002 году возглавил Центр фирменного транспортного обслуживания (ЦФТО) МПС, в 2003 году стал вице-президентом ОАО «РЖД». В 2007–2011 годах был гендиректором Первой грузовой компании (ПГК), в марте 2011 года стал вице-президентом РЖД по коммерческой деятельности.","ОАО «РЖД» покидает один из ключевых топ-менеджеров – вице-президент по коммерческой деятельности Салман Бабаев, который уходит на пенсию, сообщает «Коммерсантъ». В компании от комментариев отказались, но сам Салман Бабаев подтвердил информацию о своем уходе, пояснив, что «давно хотел отдохнуть». Преемник пока неизвестен, по словам источников, временно руководство коммерческим блоком возьмет на себя старший вице-президент Вадим Михайлов. Салман Бабаев – профессиональный железнодорожник, начал работу в 1978 году с должности помощника составителя поездов станции Комсомольск-на-Амуре. В 2002 году возглавил Центр фирменного транспортного обслуживания (ЦФТО) МПС, в 2003 году стал вице-президентом ОАО «РЖД». В 2007–2011 годах был гендиректором Первой грузовой компании (ПГК), в марте 2011 года стал вице-президентом РЖД по коммерческой деятельности.","customs_195.jpg ","customs_195.jpg "
